1,001,1,662,2747972
1,001,2,365,2750959
1,001,3,417,2895297
1,001,4,633,3128033
1,001,5,1003,3198817
1,001,6,1383,3014342
1,001,7,1798,2805866
1,001,8,2616,2919484
1,001,9,4828,3152122
1,001,10,10009,3418493
1,001,11,18324,3254999
1,001,12,26568,2876148
1,001,13,35348,2670074
1,001,14,45311,2267646
1,001,15,41719,1807129
1,001,16,35465,1417196
1,001,17,27124,1038877
1,001,18,21352,809626
1,001,19,6,0
2,001,1,596,2633455
2,001,2,307,2640183
2,001,3,361,2766184
2,001,4,599,2949671
2,001,5,1019,3060353
2,001,6,1807,2945831
2,001,7,2971,2799653
2,001,8,5115,2951564
2,001,9,8682,3190472
2,001,10,14417,3506939
2,001,11,19492,3453236
2,001,12,22797,3195299
2,001,13,27821,3011826
2,001,14,32231,2583566
2,001,15,29767,2078349
2,001,16,27840,1695776
2,001,17,24512,1385252
2,001,18,24304,1405057
2,001,19,4,0
1,002,1,661,2747972
1,002,2,363,2750959
1,002,3,414,2895297
1,002,4,630,3128033
1,002,5,994,3198817
1,002,6,1367,3014342
1,002,7,1781,2805866
1,002,8,2602,2919484
1,002,9,4797,3152122
1,002,10,9973,3418493
1,002,11,18273,3254999
1,002,12,26519,2876148
1,002,13,35270,2670074
1,002,14,45202,2267646
1,002,15,41594,1807129
1,002,16,35299,1417196
1,002,17,26938,1038877
1,002,18,21159,809626
1,002,19,6,0
2,002,1,595,2633455
2,002,2,305,2640183
2,002,3,359,2766184
2,002,4,594,2949671
2,002,5,1015,3060353
2,002,6,1792,2945831
2,002,7,2946,2799653
2,002,8,5100,2951564
2,002,9,8660,3190472
2,002,10,14392,3506939
2,002,11,19470,3453236
2,002,12,22757,3195299
2,002,13,27776,3011826
2,002,14,32180,2583566
2,002,15,29697,2078349
2,002,16,27768,1695776
2,002,17,24443,1385252
2,002,18,24206,1405057
2,002,19,4,0
1,003,1,0,2747972
1,003,2,0,2750959
1,003,3,0,2895297
