1,001,1,221,890855
1,001,2,126,894457
1,001,3,120,909815
1,001,4,184,965089
1,001,5,287,1052743
1,001,6,477,1023457
1,001,7,596,951007
1,001,8,786,959974
1,001,9,1395,1032308
1,001,10,2874,1118113
1,001,11,5398,1091171
1,001,12,7695,960748
1,001,13,10369,845995
1,001,14,11361,624890
1,001,15,9822,432548
1,001,16,7959,311913
1,001,17,5911,217492
1,001,18,4454,165080
1,001,19,2,0
2,001,1,172,849290
2,001,2,96,857194
2,001,3,99,861840
2,001,4,173,914246
2,001,5,352,970447
2,001,6,630,973204
2,001,7,959,919492
2,001,8,1628,943150
2,001,9,2905,1032155
2,001,10,4587,1124824
2,001,11,6253,1114130
2,001,12,7097,1005236
2,001,13,8421,894102
2,001,14,8580,676226
2,001,15,7680,496032
2,001,16,6948,395890
2,001,17,6096,326856
2,001,18,6093,351834
2,001,19,3,0
1,002,1,220,890855
1,002,2,125,894457
1,002,3,119,909815
1,002,4,182,965089
1,002,5,285,1052743
1,002,6,473,1023457
1,002,7,593,951007
1,002,8,776,959974
1,002,9,1385,1032308
1,002,10,2865,1118113
1,002,11,5381,1091171
1,002,12,7666,960748
1,002,13,10351,845995
1,002,14,11332,624890
1,002,15,9801,432548
1,002,16,7926,311913
1,002,17,5884,217492
1,002,18,4416,165080
1,002,19,2,0
2,002,1,172,849290
2,002,2,95,857194
2,002,3,98,861840
2,002,4,173,914246
2,002,5,352,970447
2,002,6,629,973204
2,002,7,952,919492
2,002,8,1621,943150
2,002,9,2899,1032155
2,002,10,4580,1124824
2,002,11,6239,1114130
2,002,12,7087,1005236
2,002,13,8398,894102
2,002,14,8566,676226
2,002,15,7665,496032
2,002,16,6928,395890
2,002,17,6073,326856
2,002,18,6058,351834
2,002,19,3,0
1,003,1,0,890855
1,003,2,0,894457
1,003,3,0,909815
1,003,4,0,965089
1,003,5,0,1052743
1,003,6,1,1023457
1,003,7,0,951007
1,003,8,1,959974
1,003,9,2,1032308
1,003,10,9,1118113
1,003,11,3,1091171
1,003,12,10,960748
1,003,13,19,845995
1,003,14,13,624890
1,003,15,17,432548
1,003,16,12,311913
1,003,17,16,217492
1,003,18,6,165080
1,003,19,0,0
2,003,1,0,849290
2,003,2,0,857194
2,003,3,0,861840
2,003,4,0,914246
2,003,5,0,970447
2,003,6,0,973204
2,003,7,0,919492
2,003,8,1,943150
2,003,9,0,1032155
2,003,10,1,1124824
2,003,11,4,1114130
2,003,12,0,1005236
2,003,13,4,894102
2,003,14,5,676226
2,003,15,4,496032
2,003,16,6,395890
2,003,17,8,326856
2,003,18,7,351834
2,003,19,0,0
1,004,1,0,890855
1,004,2,0,894457
1,004,3,0,909815
1,004,4,0,965089
1,004,5,0,1052743
1,004,6,0,1023457
1,004,7,3,951007
1,004,8,2,959974
1,004,9,14,1032308
1,004,10,33,1118113
1,004,11,72,1091171
1,004,12,90,960748
1,004,13,100,845995
1,004,14,90,624890
1,004,15,53,432548
1,004,16,28,311913
1,004,17,15,217492
1,004,18,7,165080
1,004,19,0,0
2,004,1,0,849290
2,004,2,0,857194
2,004,3,0,861840
2,004,4,0,914246
2,004,5,0,970447
2,004,6,1,973204
2,004,7,1,919492
2,004,8,1,943150
2,004,9,4,1032155
2,004,10,5,1124824
2,004,11,12,1114130
2,004,12,17,1005236
2,004,13,12,894102
2,004,14,16,676226
2,004,15,9,496032
2,004,16,14,395890
2,004,17,9,326856
2,004,18,7,351834
2,004,19,0,0
1,005,1,0,890855
1,005,2,0,894457
1,005,3,0,909815
1,005,4,0,965089
1,005,5,1,1052743
1,005,6,4,1023457
1,005,7,8,951007
1,005,8,5,959974
1,005,9,15,1032308
1,005,10,24,1118113
1,005,11,42,1091171
1,005,12,40,960748
1,005,13,50,845995
1,005,14,38,624890
1,005,15,29,432548
1,005,16,21,311913
1,005,17,13,217492
1,005,18,12,165080
1,005,19,0,0
2,005,1,0,849290
2,005,2,0,857194
2,005,3,0,861840
2,005,4,0,914246
2,005,5,1,970447
2,005,6,4,973204
2,005,7,5,919492
2,005,8,5,943150
2,005,9,12,1032155
2,005,10,11,1124824
2,005,11,15,1114130
2,005,12,28,1005236
2,005,13,27,894102
2,005,14,24,676226
2,005,15,21,496032
2,005,16,23,395890
2,005,17,22,326856
2,005,18,26,351834
2,005,19,0,0
1,006,1,0,890855
1,006,2,0,894457
1,006,3,0,909815
1,006,4,0,965089
1,006,5,0,1052743
1,006,6,0,1023457
1,006,7,0,951007
1,006,8,0,959974
1,006,9,1,1032308
1,006,10,0,1118113
1,006,11,3,1091171
1,006,12,4,960748
1,006,13,8,845995
1,006,14,13,624890
1,006,15,9,432548
1,006,16,7,311913
1,006,17,11,217492
1,006,18,7,165080
1,006,19,0,0
2,006,1,0,849290
2,006,2,0,857194
2,006,3,0,861840
2,006,4,0,914246
2,006,5,0,970447
2,006,6,0,973204
2,006,7,0,919492
2,006,8,1,943150
2,006,9,0,1032155
2,006,10,2,1124824
2,006,11,2,1114130
2,006,12,4,1005236
2,006,13,11,894102
2,006,14,5,676226
2,006,15,1,496032
2,006,16,9,395890
2,006,17,10,326856
2,006,18,14,351834
2,006,19,0,0
1,007,1,0,890855
1,007,2,0,894457
1,007,3,0,909815
1,007,4,0,965089
1,007,5,0,1052743
1,007,6,0,1023457
1,007,7,0,951007
1,007,8,1,959974
1,007,9,6,1032308
1,007,10,11,1118113
1,007,11,18,1091171
1,007,12,33,960748
1,007,13,21,845995
1,007,14,27,624890
1,007,15,12,432548
1,007,16,8,311913
1,007,17,4,217492
1,007,18,6,165080
1,007,19,0,0
2,007,1,0,849290
2,007,2,0,857194
2,007,3,0,861840
2,007,4,0,914246
2,007,5,0,970447
2,007,6,0,973204
2,007,7,1,919492
2,007,8,1,943150
2,007,9,0,1032155
2,007,10,3,1124824
2,007,11,8,1114130
2,007,12,14,1005236
2,007,13,10,894102
2,007,14,2,676226
2,007,15,5,496032
2,007,16,8,395890
2,007,17,5,326856
2,007,18,4,351834
2,007,19,0,0
1,008,1,0,890855
1,008,2,0,894457
1,008,3,0,909815
1,008,4,0,965089
1,008,5,0,1052743
1,008,6,0,1023457
1,008,7,0,951007
1,008,8,0,959974
1,008,9,5,1032308
1,008,10,7,1118113
1,008,11,7,1091171
1,008,12,8,960748
1,008,13,18,845995
1,008,14,6,624890
1,008,15,9,432548
1,008,16,10,311913
1,008,17,3,217492
1,008,18,4,165080
1,008,19,0,0
2,008,1,0,849290
2,008,2,0,857194
2,008,3,2,861840
2,008,4,0,914246
2,008,5,1,970447
2,008,6,1,973204
2,008,7,0,919492
2,008,8,1,943150
2,008,9,3,1032155
2,008,10,6,1124824
2,008,11,6,1114130
2,008,12,4,1005236
2,008,13,5,894102
2,008,14,3,676226
2,008,15,4,496032
2,008,16,8,395890
2,008,17,12,326856
2,008,18,5,351834
2,008,19,0,0
1,009,1,0,890855
1,009,2,0,894457
1,009,3,0,909815
1,009,4,0,965089
1,009,5,0,1052743
1,009,6,0,1023457
1,009,7,1,951007
1,009,8,2,959974
1,009,9,3,1032308
1,009,10,9,1118113
1,009,11,10,1091171
1,009,12,15,960748
1,009,13,22,845995
1,009,14,14,624890
1,009,15,9,432548
1,009,16,15,311913
1,009,17,7,217492
1,009,18,10,165080
1,009,19,0,0
2,009,1,0,849290
2,009,2,1,857194
2,009,3,0,861840
2,009,4,0,914246
2,009,5,0,970447
2,009,6,0,973204
2,009,7,0,919492
2,009,8,2,943150
2,009,9,2,1032155
2,009,10,7,1124824
2,009,11,7,1114130
2,009,12,4,1005236
2,009,13,12,894102
2,009,14,12,676226
2,009,15,12,496032
2,009,16,6,395890
2,009,17,18,326856
2,009,18,9,351834
2,009,19,0,0
1,010,1,0,890855
1,010,2,0,894457
1,010,3,1,909815
1,010,4,1,965089
1,010,5,0,1052743
1,010,6,0,1023457
1,010,7,5,951007
1,010,8,2,959974
1,010,9,7,1032308
1,010,10,7,1118113
1,010,11,15,1091171
1,010,12,14,960748
1,010,13,20,845995
1,010,14,18,624890
1,010,15,21,432548
1,010,16,26,311913
1,010,17,17,217492
1,010,18,28,165080
1,010,19,0,0
2,010,1,0,849290
2,010,2,0,857194
2,010,3,0,861840
2,010,4,0,914246
2,010,5,0,970447
2,010,6,0,973204
2,010,7,3,919492
2,010,8,3,943150
2,010,9,7,1032155
2,010,10,7,1124824
2,010,11,10,1114130
2,010,12,16,1005236
2,010,13,10,894102
2,010,14,10,676226
2,010,15,11,496032
2,010,16,8,395890
2,010,17,7,326856
2,010,18,17,351834
2,010,19,0,0
1,011,1,0,890855
1,011,2,0,894457
1,011,3,0,909815
1,011,4,0,965089
1,011,5,0,1052743
1,011,6,0,1023457
1,011,7,0,951007
1,011,8,2,959974
1,011,9,1,1032308
1,011,10,4,1118113
1,011,11,4,1091171
1,011,12,4,960748
1,011,13,3,845995
1,011,14,2,624890
1,011,15,3,432548
1,011,16,1,311913
1,011,17,4,217492
1,011,18,6,165080
1,011,19,0,0
2,011,1,0,849290
2,011,2,0,857194
2,011,3,0,861840
2,011,4,0,914246
2,011,5,0,970447
2,011,6,2,973204
2,011,7,0,919492
2,011,8,1,943150
2,011,9,3,1032155
2,011,10,3,1124824
2,011,11,2,1114130
2,011,12,1,1005236
2,011,13,2,894102
2,011,14,3,676226
2,011,15,10,496032
2,011,16,1,395890
2,011,17,5,326856
2,011,18,2,351834
2,011,19,0,0
